1,25.83820776,-80.38274457
1,25.83820776,-80.38274457
1,39.62766278,-106.06059786
1,25.79230286,-80.37632006
1,25.791688,-80.139172
1,39.4864,-106.044
1,35.104486,-106.569995
1,11.0059566,-74.81958364
1,39.6334839,-105.3365097
2,-12.11196322,-76.99210167
2,-12.08599885,-76.97707057
2,-12.1097273,-76.96777562
2,-12.085429,-76.97608
2,-12.08619852,-76.97579384
2,-12.086807,-76.9765234
2,-12.06852229,-77.03632196
2,-12.07724036,-76.98077484
2,-12.08508073,-76.97307937
3,-2.16667,-79.9
3,-2.16667,-79.9
3,-2.194061,-79.879874
3,-2.15540899,-79.89225946
3,-2.15540899,-79.89225946
3,-2.22811634,-79.86936625
3,-2.22811634,-79.86936625
3,-2.22811634,-79.86936625
3,-2.22811634,-79.86936625
3,-2.22811634,-79.86936625
3,-2.15540899,-79.89225946
3,-2.15540899,-79.89225946
3,-2.15540899,-79.89225946
3,-2.15540899,-79.89225946
3,-2.15540899,-79.89225946
3,-2.15540899,-79.89225946
3,-2.15540899,-79.89225946
3,-2.15540899,-79.89225946
3,-1.33333,-80.5833
3,-1.05348685,-80.65978739
3,-0.95002222,-80.7162
3,-0.94069195,-80.73135057
3,-0.94069195,-80.73135057
3,-0.95002222,-80.7162
3,-0.94069195,-80.73135057
3,-0.94069195,-80.73135057
3,-0.94069195,-80.73135057
3,-2.1469144,-79.8936261
3,-2.12794407,-79.90653383
3,-2.16667,-79.9
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,0.983333,-79.7
3,0.98940197,-79.65606646
3,0.96094,-79.65429
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
3,-2.12878143,-79.88916811
