id,lat,lng
9,-0.25,-78.5833
9,-0.20290913,-78.49115995
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.18253033,-78.48412844
9,-0.25,-78.5833
9,-0.1239114,-78.4884826
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.18253033,-78.48412844
9,-0.17498032,-78.49246139
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.20260755,-78.49093222
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.20260755,-78.49093222
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.2607885,-78.5350851
9,-0.25,-78.5833
9,-0.20587555,-78.49218668
9,-0.25,-78.5833
9,-0.20587555,-78.49218668
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.20588051,-78.49231719
9,-0.25,-78.5833
9,-0.25,-78.5833
9,-0.12363825,-78.47018875
9,-0.12363825,-78.47018875
9,-0.12363825,-78.47018875
9,-0.25,-78.5833
9,-0.12363825,-78.47018875
9,-0.25,-78.5833
9,-0.12363825,-78.47018875
9,-0.12363825,-78.47018875
9,-0.18287967,-78.48425591
9,-0.25,-78.5833
9,10.50475572,-66.90579846
9,8.59833,-71.145
10,-2.13004865,-79.86357031
10,-2.0982723,-79.8746488
10,-2.1406025,-79.90921766
10,-2.17843719,-79.8772788
10,-2.13016979,-79.86576989
10,-2.1740462,-79.9030196
10,-2.1833,-79.8833
10,-2.11466242,-79.87261863
10,-2.18839834,-79.96660224
10,-2.14062616,-79.8642856
10,-2.15872066,-79.89585069
10,-2.10880836,-79.85743144
10,-2.18839834,-79.96660224
10,-2.1740462,-79.9030196
10,-2.15509837,-79.89016428
10,-2.18839834,-79.96660224
10,-2.16177551,-79.89518241
10,-2.09803742,-79.87515624
10,-2.15525792,-79.89226833
10,-2,-77.5
10,-2.15525792,-79.89226833
10,-2.17872332,-79.87623037
10,-2.17843719,-79.8772788
10,-2.11466242,-79.87261863
10,-2.16678734,-79.89496409
10,-2.1406025,-79.90921766
10,-2.15525792,-79.89226833
10,-2.1740462,-79.9030196
10,-2.17843719,-79.8772788
10,-2.1406025,-79.90921766
10,-2.1833,-79.8833
10,-2.1833,-79.8833
10,-2.17843719,-79.8772788
10,-2.15525792,-79.89226833
10,-2.10880836,-79.85743144
10,-2.09803742,-79.87515624
10,-2.14062616,-79.8642856
10,-2.0982723,-79.8746488
10,-2.0994,-79.93300003
10,-2.17442316,-79.89630947
10,-2.1833,-79.8833
10,-2.1833,-79.8833
10,-2.15113511,-79.86787885
10,-2.0982723,-79.8746488
10,-2.18839834,-79.96660224
10,-2.15525792,-79.89226833
10,-2.1406025,-79.90921766
10,-2.15525792,-79.89226833
10,-2.15525792,-79.89226833
10,-2.10880836,-79.85743144
10,-2.07608234,-79.87703206
10,-2.14062616,-79.8642856
10,-1.02041307,-79.4552851
10,-2.17843719,-79.8772788
10,-2.17872332,-79.87623037
10,-2.09803742,-79.87515624
10,-0.086795,-79.280759
10,-2.1406025,-79.90921766
10,-2.1406025,-79.90921766
10,-2.13016979,-79.86576989
10,-2.1406025,-79.90921766
10,-2.1485,-79.93907412
10,-2.17843719,-79.8772788
10,-2.15525792,-79.89226833
10,-2.15525792,-79.89226833
10,-2.13016979,-79.86576989
10,-2.11466242,-79.87261863
10,-2.0994,-79.93300003
10,-2.10880836,-79.85743144
10,-2.18839834,-79.96660224
10,-2.081589,-79.920007
10,-2.17843719,-79.8772788
10,-2.10336019,-79.87149179
10,-2.10336019,-79.87149179
10,-2.0982723,-79.8746488
11,-2.04800633,-79.88162317
11,-2.1833,-79.8833
11,-2.0581782,-79.87559687
11,-2.14820936,-79.86651333
11,-2.14820936,-79.86651333
12,-31.53708394,-68.5714125
12,-31.536038,-68.568734
12,-31.53438551,-68.56815436
12,-31.53587485,-68.5687955
12,-31.53566957,-68.56900815
12,-31.536029,-68.568746
12,-31.53423961,-68.56841256
12,-31.53247205,-68.56764814
12,-31.536032,-68.568738
12,-31.536029,-68.568739
12,-31.536029,-68.568739
12,-31.536063,-68.568756
12,-31.536063,-68.568756
12,-31.527846,-68.548773
12,-31.536065,-68.568755
12,-31.536065,-68.568755
12,-31.53606495,-68.56875493
12,-31.5361108,-68.56890363
12,-31.53603075,-68.5689131
12,-31.536051,-68.568761
12,-31.536051,-68.568761
12,-31.536051,-68.568761
12,-31.536064,-68.568744
12,-31.53597616,-68.56863557
12,-31.53601415,-68.56872794
12,-31.536048,-68.568768
12,-31.536048,-68.568772
12,-31.53583945,-68.58196
12,-31.53582,-68.581966
12,-31.535839,-68.582095
12,-31.5359762,-68.5686414
12,-31.536014,-68.568626
12,-31.535667,-68.56918
12,-31.53368417,-68.57165009
12,-31.536048,-68.568772
12,-31.53441805,-68.56825964
12,-31.536064,-68.568748
12,-31.53614097,-68.56886792
12,-31.5363648,-68.5849056
12,-31.5360546,-68.56901938
12,-31.53606247,-68.56900515
12,-31.53562498,-68.5688639
12,-31.536048,-68.568778
12,-31.53568079,-68.56871195
12,-31.52257151,-68.51127595
12,-31.535746,-68.581899
12,-41.13406337,-71.3167909
12,-41.13408635,-71.31682728
12,-46.43902136,-67.54050816
12,-46.43902136,-67.54050816
12,-51.62774182,-69.24725325
12,-54.79433141,-68.23221132
12,-54.79434918,-68.232192
12,-54.79434275,-68.23220758
12,-34.60420203,-58.3696557
12,-34.60775961,-58.5122692
12,-34.607648,-58.512156
12,-34.60764429,-58.51220929
12,-34.60763015,-58.51216231
12,-34.61657426,-58.36339046
12,-34.60403089,-58.41093477
12,-34.60402241,-58.41100707
12,-34.60459241,-58.40525379
12,-34.60419392,-58.36948325
12,-34.60418125,-58.36949125
12,-34.58895429,-58.42666857
12,-34.5889457,-58.42656661
12,-34.60461702,-58.40519763
12,-34.1578661,-58.9587959
12,-32.95157138,-60.6322676
12,-31.41996939,-64.17913162
12,-31.97337197,-64.56199734
12,-26.07006781,-65.97648961
12,-26.06991819,-65.97641836
12,-17.39881673,-66.15815143
12,-17.39858002,-66.1579625
12,-17.78950604,-63.1613544
12,-17.77789667,-63.1713
12,-17.7778132,-63.17129341
12,-19.04288017,-65.26320103
12,-19.04288017,-65.26320103
12,-19.042875,-65.263195
12,-19.04282,-65.263178
12,-19.04302877,-65.26327423
12,-19.04305158,-65.26338273
12,-19.04293182,-65.26336373
12,-19.04300133,-65.26338118
12,-19.0429,-65.263245
12,-16.19024813,-67.724635
12,-13.51147142,-71.97837417
12,-13.51205204,-71.97892888
12,-13.511778,-71.978454
12,-13.51151953,-71.97845941
12,-13.51232956,-71.98413438
12,-13.51207,-71.98404
12,-13.51418727,-71.97019905
12,-13.51388646,-71.9702004
12,-13.51400337,-71.97007917
12,-13.51410529,-71.97025509
12,-11.94229228,-77.06639446
12,-11.94230533,-77.06638362
12,-3.74212218,-73.24527744
12,-12.064743,-77.068929
12,-12.064743,-77.068929
12,-12.064743,-77.068929
12,-12.06468586,-77.06898777
12,-2.02295434,-79.92052149
12,-2.02291492,-79.92053881
12,-2.02291492,-79.92053881
12,-2.02290612,-79.92051322
12,-2.14271539,-79.8792714
12,-1.82613,-80.75309667
12,-1.8261102,-80.75311694
12,-1.82606566,-80.75299405
12,-1.826094,-80.753024
12,-1.82614,-80.753045
12,-1.82607997,-80.75295653
12,-1.826118,-80.753096
12,-1.8261125,-80.7529975
12,-1.8260875,-80.753075
12,-2.02273473,-79.91868348
12,-2.0227319,-79.91871196
12,-2.90046,-78.99861
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.19237066,-79.88137522
13,-2.19237066,-79.88137522
13,-2.19237066,-79.88137522
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-1.38065688,-78.50257045
13,-1.4,-78.4167
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.3979125,-78.42239875
13,-1.3979125,-78.42239875
13,-1.3979125,-78.42239875
13,-1.3979125,-78.42239875
13,-1.3979125,-78.42239875
13,-1.3979125,-78.42239875
13,-1.3979125,-78.42239875
13,-1.3979125,-78.42239875
13,-1.3979125,-78.42239875
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.3979125,-78.42239875
13,-1.3979125,-78.42239875
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.396106,-78.437403
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.396106,-78.437403
13,-1.39758281,-78.42282388
13,-1.4189272,-78.42595608
13,-1.4189272,-78.42595608
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-1.39758281,-78.42282388
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-2.007572,-80.749516
13,-1.82716304,-80.75291313
13,-1.82716304,-80.75291313
13,-1.82716304,-80.75291313
13,-1.82716304,-80.75291313
13,-1.82716304,-80.75291313
13,-1.82716304,-80.75291313
13,-1.82716304,-80.75291313
13,-1.82716304,-80.75291313
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
13,-2.06687664,-79.89465267
14,12.56993827,-70.04461376
14,12.53751437,-69.95581564
14,12.56667335,-70.04763884
14,12.56871572,-70.04514032
15,-2.17538775,-79.90501494
15,-2.15540899,-79.89225946
15,-2.1833,-79.8833
15,-2.1936077,-79.8805113
16,-0.9804584,-80.6979357
16,-0.95002222,-80.7162
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-0.9804584,-80.6979357
16,-1.49401113,-80.79289411
16,-1.49401113,-80.79289411
16,-0.9804584,-80.6979357
16,-1.49401113,-80.79289411
16,-1.05348685,-80.65978739
16,-0.94422085,-80.73000457
16,-0.94422085,-80.73000457
16,-0.94422085,-80.73000457
16,-0.94422085,-80.73000457
16,-0.95002222,-80.7162
16,-0.95,-80.6333
17,-2.1818457,-79.88369084
17,-2.14222316,-79.86723095
17,-2.14222316,-79.86723095
17,-2.14222316,-79.86723095
17,-2.15711222,-79.89024696
17,40.7114,-74.0647
17,-2.1833,-79.8833
17,-2.1833,-79.8833
17,-2.1464293,-79.90361
17,-2.1833,-79.8833
17,-2.1833,-79.8833
17,-2.1833,-79.8833
17,-2.1833,-79.8833
17,-2.1833,-79.8833
17,-2.1833,-79.8833
17,-2.1833,-79.8833
18,-0.2093562,-78.4943332
18,-0.2093562,-78.4943332
18,-0.06976,-78.47356
18,39.15715317,-76.72626257
18,39.15715317,-76.72626257
18,38.8891873,-77.05018759
18,38.8891873,-77.05018759
18,38.88972036,-77.04879786
18,38.886227,-77.044214
18,38.88785532,-77.04784334
18,39.097383,-76.806309
18,38.99340039,-76.99250838
18,38.90589551,-76.77194595
18,38.99562345,-76.99350597
18,38.90593773,-76.77226977
18,38.90589551,-76.77194595
18,38.9062272,-76.77254587
18,38.90589551,-76.77194595
18,38.99560011,-76.99341947
18,-0.21180415,-78.48733939
18,-1.65366103,-78.64546165
18,-1.66798833,-78.65814167
18,-0.13335023,-78.47349566
18,-0.22903858,-78.51769924
18,-0.13339,-78.473322
18,-1.6872498,-78.63962049
18,-1.6872498,-78.63962049
18,-0.21247338,-78.48825932
18,-0.21247338,-78.48825932
18,-0.21247338,-78.48825932
18,-0.21247338,-78.48825932
18,-1.68727723,-78.63942568
18,-1.68727723,-78.63942568
18,-1.68727723,-78.63942568
18,-1.68727723,-78.63942568
18,-1.68727723,-78.63942568
18,-0.19912961,-78.4368006
18,-0.21247338,-78.48825932
18,-0.19912961,-78.4368006
18,-0.13335023,-78.47349566
18,-0.16825681,-78.46884188
18,-0.13335023,-78.47349566
18,-0.13335023,-78.47349566
18,-0.13335023,-78.47349566
18,-0.13335023,-78.47349566
18,-0.13335023,-78.47349566
18,-0.13335023,-78.47349566
18,-0.13335023,-78.47349566
18,-0.21197759,-78.48817623
18,-0.13335023,-78.47349566
18,-1.6743,-78.6483
18,-1.6743,-78.6483
18,-0.13307808,-78.4732493
18,0.04609812,-78.20641497
18,39.03300784,-76.92013501
18,39.03300784,-76.92013501
18,40.80444767,-74.18469849
18,1.20798935,-77.27549296
18,-0.14127717,-78.48907471
18,-0.13307808,-78.4732493
18,-1.6743,-78.6483
18,-1.6743,-78.6483
18,-1.6743,-78.6483
18,-0.13307808,-78.4732493
18,40.803,-74.189
19,-2.1653003,-79.911803
19,-2.17886111,-79.89436944
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.24212475,-78.53464961
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.18388301,-78.47949602
20,-0.18388301,-78.47949602
20,-0.18164114,-78.48112338
20,-0.18164114,-78.48112338
20,-0.18164114,-78.48112338
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.23939018,-78.52963234
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.21127779,-78.48346805
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.23435838,-78.53203152
20,-0.23435838,-78.53203152
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.23435838,-78.53203152
20,-0.23435838,-78.53203152
20,-0.23435838,-78.53203152
20,-0.23843826,-78.51541657
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.24126935,-78.5282135
20,-0.23435838,-78.53203152
20,-0.23435838,-78.53203152
20,-0.23435838,-78.53203152
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
20,-0.25,-78.5833
21,-2.15087359,-79.88395013
21,-2.15018262,-79.88398754
21,-2.15112425,-79.88490082
21,-2.15112486,-79.88490084
21,-0.1667837,-78.49485354
21,-0.1677098,-78.49509343
21,-0.16770938,-78.4951014
21,-0.16679379,-78.49481829
21,-0.16693159,-78.49504334
21,-0.16889926,-78.4973141
21,-0.1677394,-78.4951782
21,-0.16773941,-78.49516041
21,-0.12562627,-78.35970212
21,-0.12622125,-78.35922286
21,-2.09454159,-79.87379428
21,-2.10259111,-79.90434833
21,-2.10264732,-79.90427474
21,-2.10321276,-79.90393011
21,-2.03993411,-79.85356879
21,-2.14972458,-79.86924503
21,-2.1497316,-79.86924749
21,-2.03905729,-79.8536731
21,-2.14972458,-79.86924516
21,-2.14967798,-79.86924516
21,-2.14967732,-79.86924794
21,-2.14711371,-79.86996689
21,25.74731186,-80.26250054
21,-2.1587381,-80.80905123
21,-2.1587381,-80.80905123
21,-2.17234889,-79.90095419
21,-2.17234889,-79.90095419
21,-2.17205324,-79.90077833
21,-2.17250097,-79.90112657
21,-2.03987408,-79.85355337
21,-2.18378027,-79.89141807
21,-2.14799375,-79.86960495
21,-2.14941107,-79.86926362
