1,30715,3402,2900
2,22035,1273,986
3,9973,1637,2190
4,6232,699,2033
5,1315,123,478
6,1608,441,341
7,9270,1028,549
8,16361,896,1300
9,6370,406,533
10,5084,6440,1630
11,2575,266,232
12,1291,301,390
13,3705,453,666
14,4214,2016,920
15,6416,718,279
16,181,48,255
17,6980,201,321
18,4868,12609,6979
19,7682,419,779
20,5081,774,717
21,13609,2416,632
22,16901,270,741
23,38840,1045,706
24,7402,492,1967
25,18236,3766,622
26,9745,260,1543
27,57757,693,299
28,8052,1220,662
29,2922,280,1015
30,243,60,379
31,9921,387,228
32,4341,237,374
33,23664,807,993
34,163338,3960,675
35,2937,2405,107
36,24146,820,1721
37,4566,528,1394
38,9123,377,610
39,12061,652,99
40,7223,130,84
41,40978,1927,779
42,937,250,255
43,4895,1019,2119
44,13652,447,344
45,1869,50,115
46,11760,1140,1168
47,90,135,159
48,914,140,232
49,46972,7970,4640
50,21994,683,699
51,2734,325,564
52,764,218,323
53,21073,802,1866
54,7716,583,1353
55,3125,347,314
56,1662,90,409
57,1116,174,309
58,2633,465,1146
59,5406,1158,696
60,16425,878,437
61,1057,526,341
62,18415,426,306
63,101590,465033,457
64,5827,411,562
65,8164,1754,1048
66,3152,2096,184
67,1170,283,273
68,6840,540,366
69,4756,689,2007
70,23260,1491,1002
71,584,447,736
72,872,147,189
73,8205,200,261
74,18075,606,455
75,10101,303,228
76,6301,207,191
77,861,445,21
78,10667,368,2203
79,1130,350,711
80,3376,501,214
81,228,79,86
82,264,95,505
83,6503,575,406
84,12730,5083,2563
85,12192,625,1925
86,4598,1256,783
87,9286,4604,3348
88,230,94,226
89,187,120,88
90,1604,631,670
91,14495,573,209
92,3476,830,1451
93,2723,9101,373
94,105,206,255
95,324,170,229
96,18307,645,934
97,6250,194,972
98,23698,687,1272
99,2727,92,63
100,4740,406,270
101,11931,963,1432
102,5201,344,721
103,44986,1009,727
104,8923,295,152
105,10174,367,653
106,2196,419,1153
107,17429,806,977
108,53046,631,1824
109,12328,1138,590
110,1058,2389,2375
111,14073,478,427
112,20593,245,493
113,7166,2711,35
114,13743,1151,2051
115,7247,433,573
116,7437,334,244
117,12232,584,877
118,2367,538,415
119,11005,957,583
120,7314,739,1655
121,732,215,208
122,800,166,255
123,2432,172,119
124,41829,658,321
125,716,1879,143
126,641,231,392
127,88989,2794,2376
128,24490,596,78
129,24498,1157,1
130,454,96,219
131,16611,2629,1944
132,6073,222,233
133,8635,225,144
134,6297,6072,39
135,62202,1784,1177
136,27957,989,1368
137,42840,1509,400
138,13105,24895,327
139,4828,70,70
140,5930,487,1068
141,600,59,234
142,1072,245,582
143,946,114,569
144,29087,697,526
145,11101,2116,2441
146,12090,279,170
147,10608,876,215
148,13214,313,270
149,1047,191,186
150,1444,143,367
151,3482,473,995
152,649,386,1168
153,2508,287,1244
154,2915,260,251
155,8564,140,131
